Nodes	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
G411	0.02639645	0.02148101	0.02460178	0.02412653	0.02624391	0.02320955	0.02394530	0.02325193	0.02221663	0	0.02223003	0.01854892	0.02365273	0.02114249	0.02819150	0.02180999	0.02397901	0.02461373	0.02238733	0.02166337	0.00608579	0.00752986	0.00384775	0.00455587	0.01231059	0.00682171	0.00397265	0.00222991	0.00977375	0.00712970	0.00605212	0.00684854	0.00497158	0.00871949	0.00692627	0.00818361	0.00873793	0.00688392	0.00647894	0.00687608	0.00596770	0.00468578	0.00459925	0.00460552	0.00396684	0.00461840	0.00060905	0.00246705	0.00684982	0.00278321	0.00698748	0.00602178	0.00183480	0	0.00618300	0.00814546	0.00145296	0.00589017	0.00530200	0.00341100	0.01140862	0.00553673	0.00704953	0.00744654	0.01241316	0.00709818	0.00790938	0.00473087	0	0	0	0.00795405	0.00871345	0.00267701	0.00869028	0.00662708	0.00918439	0	0.00531804	0.00274044	0.00871422	0.00485558	0.00843592	0.00903825	0.00870313	0.00320644	0.00849093	0.00749583	0.00235526	0.00030404	0.00352922	0.00924618	0.00492514	0.00456487	0.00147739	0	0.00781089	0.00827576	0.00776080	0.00803377	0.00450790	0.00718574	0.00682948	0	0.00783824	0.00668421	0.00447165	0	0.00303867	0.00744705	0.00653659	0.00660468	0.00524856	0.00579428	0.00656185	0.00641532	0.00253392	0.00598477	0.00602905	0.00255712
G412	0	0	0.02724423	0.02704068	0.02733632	0	0.02908579	0.02269434	0	0.02555693	0.02498040	0.02553288	0.02457003	0.02560805	0.02637078	0.02554804	0.02252542	0.02385784	0.02417107	0.02054817	0.00632373	0.00758424	0.00566522	0.00704734	0.00680210	0.00558799	0.00692260	0.00383812	0.00627774	0.00657173	0.00687576	0.00921029	0.00697388	0.00826341	0.00644931	0.00681164	0.00923596	0.00502969	0.00944093	0.00570225	0.00815228	0	0.00484170	0.00893968	0.00468121	0.00456739	0.00296038	0.00675618	0.00857381	0.00263650	0.00485639	0	0.00605194	0.00698042	0.00854109	0.00625829	0.00509438	0.00694403	0.00291119	0.00547986	0.00513987	0.00662540	0.00431487	0.00609062	0.00536978	0.00857243	0.00654032	0.00364801	0.00682973	0.00271518	0.00569093	0.00529642	0.00897917	0.00766339	0.00849742	0.00665489	0.01505662	0.00158480	0.00036223	0.00278446	0.00622062	0.00449983	0	0.00858554	0.00481461	0.00691259	0.00845325	0.00392067	0.00498046	0	0.00496135	0.00734915	0.00748734	0.00679553	0.00414168	0.01020872	0.00730703	0.00642394	0.01079768	0.00834819	0.00216315	0.00797680	0.00602246	0.00777071	0.00370401	0.00626668	0.00499744	0.00764368	0.00293343	0.01171241	0.00688543	0.00359861	0.00428020	0.00548219	0.01138657	0.01014510	0.00323237	0.00422518	0.00415812	0.00027910
G413	0	0.02007249	0.02220198	0.02649173	0.02988510	0.02427637	0.02803127	0.02496300	0.02402621	0.02673032	0.02138535	0.02137878	0.02507910	0	0.02699882	0.02979523	0	0.02623565	0.02515008	0.02237294	0.00298239	0.01016586	0.00409805	0.00209780	0.00483308	0.00351618	0.00378776	0.00362207	0.00787640	0.00573808	0.00812867	0.00684932	0.00641537	0.00922766	0.00213339	0.00604515	0.00790128	0.00641534	0.00939434	0.00438938	0.00775462	0.00107561	0.00482648	0.00730284	0.00575748	0.00887959	0.00074242	0.00517801	0.00771338	0.00629363	0.00768090	0.00674493	0.00101900	0.01110792	0.00727070	0.00710984	0.00181300	0.01127299	0.00914723	0.00640134	0.00860773	0.00629147	0.00322187	0.00863836	0.00825952	0	0.00508060	0.00342165	0.00578510	0.00378304	0.00030991	0.00626259	0.00777194	0.00635814	0.00541749	0.00502697	0.00835059	0.00623271	0.00715122	0.00455616	0.00507304	0.00735151	0.00687290	0.00748773	0.00076734	0.00094175	0.00654187	0.00561842	0.00362806	0	0.00588046	0.00506893	0.00371592	0.00410821	0.00803363	0.00171642	0.01028274	0.00858179	0.00763986	0.00806864	0.00475197	0.00460343	0.00507465	0.00913303	0.00432613	0.01080016	0.00292989	0.00579469	0.00733436	0	0.00731612	0.00465189	0.00668640	0.00554552	0.00656586	0.00852302	0.00544596	0.00950414	0.00597872	0.00134384
G414	0.02175108	0.01799660	0.02361592	0	0.02414912	0.02564303	0.02843332	0.02213872	0.02482372	0.02012748	0.02282873	0.02582975	0.02254284	0.02191868	0.02748544	0.02226615	0.02368851	0.02961198	0.02315180	0.02286272	0.00641682	0.00612400	0.00562390	0.00249303	0.00861275	0.00537656	0.00572625	0	0.00432080	0.00776769	0.01054970	0.00718949	0.00620367	0.00931194	0.00390831	0.00174614	0.00442830	0.00620016	0.00994231	0.00679812	0.00783309	0.00565081	0.00635582	0.00148258	0.00491595	0.00728219	0.00140803	0.00673545	0.00978868	0	0.00803668	0	0.00889349	0.00674221	0.00429611	0.00756007	0	0.00319820	0.00526548	0.00712631	0.00787352	0.00613572	0.00553319	0.00327816	0.00483803	0.00925622	0.00448193	0.00443313	0.00680781	0.00340093	0.00056651	0.00661596	0.01034592	0.00180536	0	0.00379169	0.00511404	0.00606368	0.00626402	0.00556963	0.00405438	0.00351503	0.00656137	0.00942122	0	0.00604884	0.00568975	0.00533089	0.00541300	0.00613508	0.00487778	0.00618094	0.00594018	0.00568396	0.00687083	0.00929504	0.00828199	0.00629202	0.00714504	0.00644176	0.00149803	0.00691753	0.00815230	0	0.00657319	0.00839172	0.00617206	0.00512907	0.00358832	0.00871160	0.00722409	0.00421345	0.00344621	0.00653636	0.00766942	0.00384518	0.00806021	0.00339381	0.00694621	0
G415	0.02597231	0.02163595	0.02489608	0.02457485	0.02493675	0.02369845	0	0.02043755	0.02360098	0.02266212	0.02133933	0.02379761	0.02113007	0.02160372	0.02618295	0.02628049	0.02282480	0.02459979	0.02637371	0.02208718	0.00484249	0	0.00923537	0.00441184	0.00837557	0.00192339	0.00357022	0.00244636	0.01064891	0.00545486	0.00960586	0.00678940	0	0.00890451	0.00290273	0.00586656	0.00825423	0.00823918	0.00694595	0	0.00523255	0.00146357	0.00275280	0.00511325	0.00614968	0.00486543	0.00410798	0.00664309	0.00502433	0.00556994	0	0.00351625	0	0.00945180	0.00708877	0.00696933	0	0.00441507	0.00012829	0.00640205	0.01031483	0.00504720	0.00495402	0.01012650	0	0.00741407	0.00607187	0.00079943	0.00733297	0.00489721	0.00618195	0.00877080	0.00735884	0.00678278	0.00795671	0.00715010	0.00811545	0.00182214	0.00785820	0.00691998	0.00548561	0.00576195	0.00115484	0.00786366	0.00458505	0.00451412	0.00892208	0.00661212	0.00205310	0.00324217	0.00419337	0.00749016	0.00753286	0.00433871	0.00674803	0.00383083	0.00638510	0.00514328	0.00914562	0.00739766	0.00217629	0.00818350	0.00515297	0.00819629	0.00593422	0.00502775	0.00424043	0.00800105	0.00718511	0.00936847	0.00353415	0.00319441	0.00718805	0.00501429	0.00854653	0.00769041	0.00513266	0.00595699	0.00728546	0.00276930
G416	0.02229946	0.02078061	0.02393136	0.02208182	0.02680549	0.02138011	0.02520934	0.02042457	0.02301501	0.01867234	0.02479665	0.02121007	0.01906936	0.01833291	0.02665919	0.02534543	0.01975650	0.02111880	0.02332540	0.02237588	0.00490791	0.00674857	0.00696769	0.00593983	0.00588760	0.00662010	0.00384487	0.00331235	0.00562787	0.00276411	0.00730384	0.00685799	0.00438034	0.00985673	0.00773869	0.00793137	0.00929125	0.00971374	0.00619042	0.00775978	0	0.00089492	0.00626170	0.00530288	0.00060581	0.00099454	0.00378481	0.00509018	0.00582051	0	0.00565993	0.00211848	0.00802635	0.00813382	0.00454266	0.00458560	0.00106414	0.00734309	0.00078840	0.00075990	0.00980689	0.00837372	0.00626646	0.00654331	0.01060097	0.00994617	0.00823788	0.00094230	0.00642591	0.00521158	0.00228711	0.00866999	0.00620659	0.00306649	0.00623166	0.00678885	0.00816289	0.00573067	0.00579696	0.00242818	0.00129232	0	0.00643017	0.00447422	0.00683728	0.00499435	0.00801879	0.00459033	0.00362186	0.00761524	0.00411068	0.00426603	0.00401762	0.00575680	0.00424450	0.00659406	0.00951567	0.01006634	0.00659974	0.00630949	0.00527028	0.00351458	0.00899851	0	0.00262070	0.00420992	0.00689553	0.00722033	0.00479492	0.00894261	0.00758091	0.00485709	0.00660680	0.00387541	0.00903917	0.00842385	0.00433722	0.00439904	0.00912085	0.00419911
G417	0.02734106	0.02311881	0.02109666	0.02238444	0.02532121	0.02403756	0.02792522	0.02476327	0.02420986	0.02203591	0.02047806	0.02350279	0.02233207	0.02503714	0.02281613	0.02416446	0.02386120	0.02750661	0.02610725	0.02318812	0.00787702	0.00628385	0	0.00268611	0.00711020	0.00507610	0.00418273	0.00523151	0	0.00087908	0.00688048	0.00679863	0.00733640	0.00690686	0.00426365	0.00750250	0.00805584	0.00741138	0.00659628	0.00669421	0.00494348	0.00667097	0.00790957	0.00480165	0.00244351	0.00467900	0.00012690	0.00233247	0.00643939	0.00400829	0.00479298	0.00063151	0.00562180	0.00772007	0.00717546	0.00589580	0.00653333	0.01047099	0.00304369	0.00416358	0	0.00819176	0.00450958	0	0.00840683	0.00576775	0.00426384	0.00193102	0.00447592	0.00506967	0.00360323	0.00845716	0.00643728	0.00435727	0.00578834	0.00380348	0.01010849	0.00492656	0.00682303	0.00831319	0.00482777	0.00090731	0.00589555	0.00706835	0.00615343	0.00222258	0.00937642	0.00409043	0.00354827	0.00419702	0.00456275	0.00723914	0.00824633	0.00779182	0	0.00491982	0.00381905	0.00671832	0.00852075	0.00786398	0	0.00589158	0.00857459	0.00563309	0.00537718	0.00583314	0	0	0.00508860	0.00744159	0.01028037	0.00210064	0.00488689	0.00502974	0.01096467	0.00579598	0.00418964	0.00679761	0.00350610	0
G418	0.02491643	0.02306133	0.02223505	0.02050720	0	0.02709330	0.02411025	0.02333882	0.02310773	0.02084406	0.02130147	0.02611706	0.02183371	0.01864730	0.02266431	0.02476747	0.02118808	0.02748689	0.02136013	0.01863309	0.00391435	0.00545334	0.00466776	0.00557931	0.00995514	0.00696534	0.00310664	0	0.00817017	0.01065526	0.00583643	0.00743918	0.00373853	0.01069769	0.00233572	0.00591428	0.01028738	0.00701196	0.00861183	0.00279137	0.00695132	0.00176569	0.00529699	0.00476206	0.00527752	0.00362864	0.00356988	0.00305451	0.01055722	0.00521543	0.00456030	0.00478345	0.00378608	0.00461576	0.00827741	0.00574345	0.00572219	0.00480743	0.00114975	0.00691760	0.00826985	0.00415681	0.00648299	0.00602638	0.00795714	0.00768609	0.00571146	0.00365880	0.00158907	0.00563528	0.00137518	0.00540134	0.00834567	0.00437023	0.00279159	0.00601652	0.00503874	0.00683303	0.00461560	0.00886607	0.00186637	0.00279883	0.00599458	0.00676867	0.00621914	0.00136250	0.00924013	0	0.00581636	0.00666189	0.00507791	0.00742310	0.00918467	0.00402646	0.00295355	0.00500845	0.00917080	0.00535703	0.00966971	0.00894922	0.00237965	0.00627002	0.00727062	0.00705192	0.00660146	0.00724302	0.00485783	0.00309085	0.00542795	0.00498130	0.00889101	0.00866796	0.00319162	0.00289774	0.00924362	0.01043592	0.00392188	0.00537794	0.00704744	0.00398502
G419	0.02586287	0.02023244	0.02528559	0	0.02872503	0.02230266	0.02702852	0.02568204	0.02008549	0.02119702	0.02564310	0.02865254	0.02388223	0.02476582	0.02535550	0.02569400	0.02047633	0.02549762	0.02788163	0.02582633	0.00765677	0.00468213	0.00541379	0	0	0	0.00211202	0.00426906	0.00789119	0.00892006	0.00778309	0.00949805	0.00662668	0.00631230	0	0.00700960	0.00940541	0.00558006	0.00745872	0.00583949	0.00802067	0.00390374	0.00513703	0	0	0.00098001	0.00233376	0.00555359	0.00604451	0.00409276	0.00669777	0	0	0	0.00526575	0	0.00563692	0.01059108	0.00282723	0.00317661	0.00886464	0.00688063	0.00764080	0.00530963	0.01023005	0.00748992	0.00794220	0.00105446	0.00465630	0.00352850	0.00676237	0.00924372	0.00737556	0.00471880	0.00586627	0.00364068	0.00721768	0.00746800	0.00259692	0.00089053	0.00805166	0.00895711	0.00621956	0.00761409	0.00370885	0	0.01031259	0.00486543	0.00674440	0.00308448	0.00573829	0.00657740	0.00823235	0.00240723	0.00559311	0.00779165	0.00874043	0.00407862	0.01070408	0.00792310	0.00233586	0.00734760	0.00977943	0.00380251	0.00374708	0	0.00481147	0.00689807	0.00829498	0.00653006	0.00547329	0	0.01007512	0	0.00937048	0.00869316	0.00306096	0.00741974	0.00636936	0.00247214
G420	0.02459797	0.02124733	0.02538184	0.02388597	0.02615797	0.02555191	0.02789271	0	0.02380440	0.02440576	0.02575008	0.02456030	0.02210700	0.02524477	0.02359011	0.02394568	0.02333169	0.02790666	0.02483984	0.02163564	0.00438937	0.00742632	0	0.00485382	0.00597671	0.00431037	0.00563722	0.00088132	0.00963722	0.00276870	0.00632985	0.00519524	0.00507696	0.00607041	0	0.00410904	0.00750821	0.00519403	0.00504870	0.00387764	0	0	0.00634304	0.00517215	0.00440509	0.00457780	0	0.00633452	0.00730866	0.00425151	0	0	0.00544484	0.00935597	0.00692416	0.00503794	0.00542780	0.00746817	0.00483174	0.00576531	0.00828424	0.00677400	0.00567223	0.00612233	0.00788850	0.00807482	0.00578788	0.00423871	0.00498144	0.00222933	0.00487958	0	0.00587826	0.00457332	0.00826365	0.00403820	0.01141082	0.00558135	0.00564926	0.00520084	0.00634117	0.00820564	0.00391166	0.00685438	0.00536479	0	0.00993558	0	0.00704386	0	0.00609410	0.00355901	0.00675221	0.00499599	0.00288731	0.00230316	0.00740052	0.00641161	0.01025960	0.00541677	0.00731738	0.01275057	0.00660215	0.00687606	0.00160665	0.00673958	0	0.00531583	0.00588692	0.01147679	0.00977061	0.00443207	0.00773586	0.00476320	0.01021785	0.00679607	0.00447083	0.00859570	0.00636166	0.00424068
G421	0.02458322	0.02147225	0.02495925	0.02537507	0	0.02444199	0.02464704	0	0.02455155	0.02494295	0.02382369	0.02346501	0.02203344	0.02153965	0.02514218	0.02676346	0.02243575	0.02574222	0.02399982	0.02361055	0.00537195	0.00601917	0.00702990	0.00519043	0.00926780	0.00317509	0.00221861	0.00435087	0.00953009	0.00814922	0.00831116	0.00945027	0.00767156	0.01081570	0.00709736	0.00486346	0.00842644	0.00702523	0.00466679	0.00393449	0.00579509	0.00298942	0.00070131	0.00578809	0.00519700	0.00561176	0.00477083	0.00248091	0.00702635	0.00875324	0.00432333	0	0.00264219	0.00865363	0.00641599	0.00614358	0.00515405	0.00494575	0.00196089	0.00534589	0.01006007	0.00645198	0.00663327	0.01137994	0.00994860	0.00716426	0.00352903	0	0.00304752	0.00389726	0.00610668	0.00549228	0.00692077	0.00417549	0.00812954	0.00954113	0.01006023	0.00466699	0.00523397	0.00512661	0.00426139	0.00319766	0	0.00736908	0.00558495	0.00878008	0.00732587	0.00361831	0	0.00031139	0.00350090	0.00817440	0.00667724	0.00475456	0.00528434	0	0.00782936	0.00418069	0.00993178	0.00706174	0.00160889	0.00730218	0.00631998	0.00500526	0.00148661	0.00578471	0.00351372	0.00814045	0.00307867	0.01180549	0.00756592	0.00404836	0.00543317	0.00223695	0.00882960	0.00434607	0.01005501	0.00528079	0.00826365	0.00369120
G422	0.02605129	0.01956156	0.02158680	0.01911585	0.02437758	0.02758768	0.03199376	0.02183213	0.02290188	0	0.02217090	0	0.02293359	0.02849467	0.02486268	0.02424817	0.02407814	0.02523526	0.02896759	0.02540494	0.01265454	0.00974839	0.00639844	0.00566132	0.01053045	0.00200777	0.00064684	0.00385870	0.01068553	0.00953589	0.01104766	0.01015824	0.00471236	0.00879430	0.00608348	0.00668720	0.01006665	0.00624862	0.00203851	0.00718047	0.00707628	0.00547626	0.00372642	0.00264890	0.00778236	0.00470507	0	0.00590645	0.00626381	0.00398122	0	0.00175755	0.00822964	0.00704410	0.00898221	0.00651027	0.00619025	0.00787094	0.00955157	0.00776580	0.00694220	0.00848401	0.00522280	0.00803011	0.00700586	0	0.00484444	0.00426472	0.00556484	0.00754772	0.00698485	0.00748991	0.00821684	0.00411118	0.00317041	0.00764077	0.00607652	0.00492564	0.00433178	0.00163477	0	0.00262283	0.00738617	0.00588705	0.00355275	0	0.00477125	0.00370800	0.00557578	0.00529603	0.00317430	0.00883052	0.00995887	0.00781212	0.00439357	0.00513242	0.00850779	0.00352845	0	0	0.00298345	0.00587229	0.00554204	0.00832550	0.00465850	0.00841431	0.00152561	0.00663018	0	0.00752358	0	0.00486551	0.00268055	0.00368023	0.00423702	0.00870549	0.00525889	0.00576829	0.00551003	0.00757235
G423	0.03021499	0.02064508	0.02453322	0.02336521	0.02312141	0	0.02892872	0.02321587	0.02457378	0.02184549	0.02496259	0.02614673	0.02071444	0.02270708	0.02852159	0.02379852	0.02341361	0.02785441	0.02543580	0	0.00792171	0.00932237	0.00326535	0.00748423	0.00863631	0.00522833	0.00603229	0.00465190	0.00712079	0	0.00637230	0.00965266	0.00423135	0	0.00300942	0.00691375	0.00728309	0.00550658	0.00860645	0.00987361	0.00468830	0.00169815	0.00474374	0	0	0.00329782	0.00385884	0.00800863	0.01005284	0	0.00318812	0.00154081	0.00490713	0.00848733	0.00594841	0.01017295	0.00526453	0.00570154	0.00296700	0	0.00666995	0.00637094	0.00648349	0.00940380	0.00679870	0.00705522	0.00495120	0.00131983	0.00513361	0.00489523	0.00522833	0.01151748	0.00572059	0.00750364	0.00972695	0.00577464	0.01089532	0	0.00511456	0.00806589	0.00733880	0.00650395	0.00747670	0.00697720	0.00737156	0.00086705	0.00755938	0.00416354	0.00479426	0.00577722	0.00400749	0.00882327	0.00901771	0.00545897	0.00370038	0.00362057	0.00805551	0.00578145	0.00758292	0.00700970	0.00332731	0.00717964	0.00509264	0.00663269	0.00478639	0.00865495	0.00127748	0.00589009	0.00697174	0.00869254	0	0.00359117	0.00341624	0.00713950	0.00548885	0.00719025	0.00402822	0.00463007	0	0.00585611
G424	0.02195264	0.02208517	0.02046349	0.02517873	0.02730020	0.02524338	0.02723711	0	0.02200737	0.02353382	0.02257596	0.02372296	0.02276838	0.02291057	0.02369561	0.02184322	0.02419569	0.01980230	0.02592407	0.02030091	0.00796258	0	0	0.00653046	0.00401984	0.00765011	0.00343380	0.00273945	0.00826321	0.00646632	0	0.00774179	0.00418692	0.00976277	0.00046922	0	0.00654807	0.00886081	0.00714567	0.00761680	0.00765349	0.00137794	0.00400688	0.00330003	0.00379158	0.00570129	0.00296452	0.00419433	0.00750380	0.00530722	0.00749882	0.00337266	0.00506999	0.00857444	0.00722535	0.00883729	0.00256340	0.00831657	0.00173553	0.00483711	0.00685879	0.00635326	0.00185865	0.00897349	0.00873916	0.00981485	0.00811167	0.00415230	0.00709218	0.00172408	0.00346172	0.00767347	0.00658770	0.00571692	0.00918097	0.00268804	0.00884785	0.00355525	0.00166077	0.00269465	0.00180791	0.00826858	0.00560916	0.00990477	0.00353556	0.00553327	0.00672974	0.00620726	0.00291065	0.00456319	0.00595092	0.00950349	0.01068043	0.00391610	0.00285860	0.00575742	0.00904043	0.00405950	0.00491401	0.00492004	0.00342068	0.00572962	0.00622794	0.00558069	0.00604522	0.00344816	0.00480686	0.00842688	0.00448714	0.01030254	0.00612101	0.00528979	0.00656339	0.00383731	0.01141214	0.00748871	0.00473764	0.00550223	0.00568629	0.00649733
G425	0.02871264	0.01861248	0.02039697	0.02179926	0.02495148	0.02620194	0.02833569	0.02541975	0	0.01980323	0.02105715	0.02557070	0.01803771	0.02389126	0.02451899	0	0.02233012	0.02600849	0.02677487	0.02291578	0.00832335	0.00410653	0.00531173	0.00400375	0.00716616	0.00398646	0.00496058	0.00304059	0.00711660	0.01313328	0.00874382	0.00688357	0.00363395	0.00859521	0.00310780	0.00484688	0.00879225	0.00549668	0.00467887	0.00711737	0.00698030	0.00343490	0.00586962	0	0.00607132	0.00564791	0	0.00677078	0.00576672	0.00547952	0.00840544	0.00742094	0.00377344	0	0.00776591	0.00754298	0.00532945	0.00609347	0.00444665	0.00467761	0.00905850	0.00904160	0.00553638	0.00659695	0.00761756	0.00582388	0.00205422	0.00349309	0.00512558	0	0.00379643	0	0.00750706	0	0.00708256	0.00725820	0.00805383	0.00756845	0.00356121	0.00623836	0.00382863	0.00760576	0.00702553	0.00800663	0.00749041	0.00474789	0.01033409	0.00492049	0.00485849	0.00215663	0.00484003	0.00423813	0.00620759	0.00306865	0.00554078	0.00715445	0.00857157	0.00747001	0.00645642	0.00772612	0.00637078	0.00677424	0.00637754	0.00760679	0.00459798	0.01010174	0.00582000	0.00546911	0.01011099	0.00713777	0.00992597	0.00474934	0.00551294	0	0.00976259	0.00759105	0.00548394	0.00712251	0.00196166	0
G426	0.02506988	0.02411945	0.02141908	0.02354769	0.02603922	0.02544089	0.02743155	0.02123534	0.02424068	0.02205689	0.02260880	0.02649084	0.02113912	0.02055235	0.02829776	0.02695294	0.02432119	0.02151058	0	0.02448390	0.00911833	0.00869984	0.00284324	0.00139363	0.00892650	0.00288513	0.00430384	0.00475733	0.00574577	0.00577027	0.00782611	0.00760465	0.00684615	0.00642407	0	0.00645086	0.00839612	0.00467106	0.00891939	0.00767051	0.00708469	0.00494044	0.00413867	0.00497717	0.00341659	0.00517939	0	0.00183585	0.00948998	0.00206206	0.00840896	0.00581949	0.00220103	0.00572072	0.00566111	0	0.00381790	0.00542920	0.00617699	0.00388376	0.00866107	0.00386337	0.00676956	0.00333420	0.00824545	0.00744111	0.00561543	0.00144719	0.00505112	0.00618620	0.00478661	0.00971673	0.00797926	0.00543956	0.00530833	0.00413823	0.00751694	0.00206970	0	0.00482351	0.00659519	0.00035766	0.00762530	0.00785373	0.00887230	0.00381134	0.00710677	0.00653080	0.00513125	0.00278439	0.00601588	0.00688939	0	0.00532970	0	0.00663295	0.00887415	0.00431126	0.00931067	0.00700581	0.00263462	0.00861672	0.00479789	0.00601626	0.00534054	0.00514192	0.00237359	0.00436851	0.00748352	0	0.00572786	0.00384384	0.00800908	0.00632565	0.00712143	0.00954067	0.00787202	0.00605720	0.00776924	0.00507234
G427	0.02457090	0.02226677	0.02195840	0.02398782	0.02764503	0.02562510	0.02335619	0.02276981	0.02191844	0.01993891	0.01892056	0.02471920	0.02058298	0.02056906	0.02478673	0.02315619	0.02172969	0.02239359	0.02676463	0.02212593	0.00321333	0.00973056	0.00357119	0.00377567	0.00973908	0.00755428	0.00345241	0.00370199	0.00816034	0.00575733	0	0.00559798	0.00634684	0.00825257	0.00640827	0.00468602	0.00586849	0.00499167	0.00743156	0.00295736	0.00506168	0.00323502	0.00420654	0.00554432	0.00328134	0.00436653	0.00083433	0.00342085	0.00539039	0.00390601	0	0.00157708	0.00209520	0.00991862	0.00996306	0.00705672	0.00285557	0.00938483	0.00268336	0.00756870	0.00699176	0.00770766	0.00658069	0.00796031	0.00779280	0.00684340	0.00201949	0.00318660	0.00436813	0.00427608	0.00320778	0.00613167	0.00802703	0.00560813	0.00464300	0.00399965	0.00796460	0	0.00315335	0.00146160	0	0.00573884	0	0.01204999	0.00589917	0.00579575	0.00827899	0.00753276	0.00721815	0.00428965	0.00283153	0.00606389	0.00763451	0.00812295	0.00166257	0.00596257	0.00896916	0.00492827	0.00668533	0.01051014	0.00284219	0.00622017	0.00544514	0.00934472	0.00565307	0.00872748	0	0.00800243	0.00378651	0.00894061	0.01085815	0.00444647	0.00375151	0.00371566	0.00887392	0.00911275	0.00350421	0.00820961	0	0.00313445
G428	0.02165181	0.02192315	0.01940904	0.02175028	0.02324396	0.02385938	0.02766337	0.02000526	0.02183996	0.02095805	0.02172080	0.02243497	0.02064564	0.02529736	0.02587085	0.02102176	0.01711473	0.02239662	0.02407892	0.01967838	0	0.00602028	0.00646508	0.00189599	0.00696741	0.00416260	0.00516722	0.00584301	0.00636618	0.00806685	0.00586503	0.00563838	0.00657150	0.00855866	0.00523161	0.00399718	0.00679488	0.00493506	0.00746027	0.00672724	0.00653748	0.00255771	0.00437200	0.00485113	0.00269635	0.00387982	0.00406055	0.00478872	0.00819349	0.00333191	0.00329841	0.00311734	0.00397992	0.00742168	0.00994485	0.00681720	0.00804768	0.00755883	0.00347311	0.00294564	0.00986054	0.00596310	0.00563263	0.00883050	0.00570004	0.00607115	0.00449295	0.00613229	0.00747233	0.00526996	0.00297935	0.00531994	0.00997825	0.00252620	0.00494314	0.00479503	0.00723755	0.00622334	0.00489944	0	0.00299457	0.00451352	0.00515235	0.00664164	0	0.00681915	0.00714319	0.00746182	0.00505772	0.00481807	0.00250220	0.00693104	0.00746423	0.00538936	0.00564496	0.00433300	0.01080811	0.00704720	0.00809103	0.00933255	0.00293080	0.00590007	0.00741407	0.00459275	0.00491447	0.00499317	0.00598892	0.00655267	0.00671051	0.00797005	0.00628986	0.00889288	0	0.00538618	0.00833015	0.00382242	0.00758265	0.00714768	0	0.00493472
G429	0.02492068	0.01835151	0.02198711	0.02258045	0.02603840	0.02443099	0.02598375	0.01926012	0.02340023	0.02062715	0.02156583	0.02386862	0.01964490	0.02383287	0.02303534	0.02557578	0.02158439	0.02277520	0.02441734	0.01992298	0.00355556	0.00454364	0.00324722	0.00500412	0.00466769	0.00594383	0.00453573	0.00580022	0.00798247	0.00411457	0.00505943	0.00959541	0.00651985	0	0.00744329	0.00748876	0.00630679	0.00827368	0.00787866	0.00745002	0.00543127	0.00166582	0.00482135	0.00321078	0.00418773	0.00454644	0.00550135	0.00686441	0.00453303	0.00358811	0.00173518	0.00518047	0.00351645	0.00945559	0.00701096	0.00803803	0.00317437	0.00885238	0.00144655	0.00392349	0.00764245	0.00627190	0.00709144	0.00587654	0.00913968	0.00596031	0.00226816	0.00471838	0.00754214	0.00297565	0.00414030	0.00624866	0.01027733	0.00173512	0.00790377	0.00453436	0.00767367	0.00181836	0.00500837	0.00572260	0.00775120	0.00560181	0.00745384	0.00652770	0	0	0.00811950	0.00562437	0.00394534	0.00818210	0.00258137	0.00727982	0.00640648	0.00460972	0.00738938	0.00770669	0.00882202	0.00580066	0.00697580	0.00600335	0	0.00502101	0.00571962	0.00622830	0	0.00533062	0.00228197	0.00561180	0.00413965	0.00718873	0.00860809	0.00609156	0.00255006	0.00606974	0.01005021	0.00674328	0.00712989	0.00742768	0.00270589	0.00387324
